hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,total_guests
Resort Hotel,1,48,2016,August,32,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,189.0,0,0,Canceled,2016-07-03,Jason Sloan,JSloan@mail.com,217-579-1948,************1612,2.0
Resort Hotel,1,168,2016,August,32,6,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,180.0,0,0,Canceled,2016-02-29,Anna Turner,Anna.T@aol.com,170-698-5526,************7474,2.0
Resort Hotel,1,248,2016,August,32,6,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,157.5,0,1,Canceled,2015-12-26,Laura Bonilla,Laura_Bonilla@verizon.com,520-256-0488,************5053,2.0
Resort Hotel,1,187,2016,August,32,6,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient,95.4,0,1,Canceled,2016-03-03,Michael Young,Michael.Young@hotmail.com,463-371-1225,************5011,2.0
Resort Hotel,1,125,2016,August,33,7,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,189.0,0,0,Canceled,2016-07-22,Melissa Green,Melissa_G@yandex.com,527-658-3336,************8573,2.0
Resort Hotel,1,1,2016,August,33,7,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0.0,0,Transient,165.55,0,0,Canceled,2016-08-06,Amy Burgess,Amy.Burgess35@att.com,858-645-3524,************5445,2.0
Resort Hotel,1,1,2016,August,33,7,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0.0,0,Transient,165.55,0,0,Canceled,2016-08-06,Kimberly Cooper,Kimberly.C23@comcast.net,695-580-3849,************3941,2.0
Resort Hotel,1,44,2016,August,33,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,0.0,0,Transient,230.0,0,0,Canceled,2016-07-20,Charles Young,Young_Charles@protonmail.com,830-420-3784,************6222,2.0
Resort Hotel,1,290,2016,August,33,7,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,157.5,0,2,Canceled,2016-06-14,Catherine Berry,Catherine_Berry56@mail.com,757-323-7767,************9587,2.0
Resort Hotel,1,98,2016,August,33,7,2,3,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,241.0,0,0,Canceled,2016-05-04,Curtis Clark MD,Curtis.M@gmail.com,690-209-4875,************2559,2.0
Resort Hotel,1,167,2016,August,33,7,2,4,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,254.0,0,0,Canceled,2016-06-14,Amy Mccarthy,Mccarthy_Amy@yahoo.com,810-003-0208,************8933,3.0
Resort Hotel,1,91,2016,August,33,7,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,240.0,0.0,0,Transient,236.71,0,0,Canceled,2016-05-22,Stephanie Roy MD,StephanieMD41@att.com,170-964-2814,************1195,2.0
Resort Hotel,1,208,2016,August,33,7,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,157.5,0,2,Canceled,2016-01-19,Laura Randolph,Laura.R@protonmail.com,806-308-9450,************3510,2.0
Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,191.0,0,0,Canceled,2016-03-21,Anna Robinson,Anna_R88@gmail.com,137-700-3858,************4942,2.0
Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,211.0,0,0,Canceled,2016-03-28,Stacy Macias,Stacy.M@yandex.com,195-910-8337,************3582,2.0
Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,211.0,0,0,Canceled,2016-03-28,Dr. Patricia Griffin,Dr._Griffin@xfinity.com,512-931-5465,************1940,2.0
Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,191.0,0,0,Canceled,2016-03-21,Jacqueline Waters,Jacqueline.W@comcast.net,735-151-9471,************4378,2.0
Resort Hotel,1,161,2016,August,33,8,1,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,0.0,0,Transient,144.0,0,0,Canceled,2016-03-01,Matthew Bates,Matthew_Bates33@verizon.com,106-649-1294,************9547,3.0
Resort Hotel,1,257,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,156.0,0,1,Canceled,2016-07-04,Stacey Mccullough,Mccullough.Stacey26@yandex.com,560-480-7931,************5478,2.0
Resort Hotel,1,245,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,157.5,0,1,Canceled,2016-03-08,Robert Flores,RobertFlores@aol.com,144-599-2238,************6645,2.0
Resort Hotel,1,290,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,157.5,0,1,Canceled,2016-03-18,Virginia Martin,Virginia_Martin@zoho.com,163-414-9916,************5648,2.0
Resort Hotel,0,329,2016,August,33,8,1,3,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,172.0,0,1,Check-Out,2016-08-12,Caitlin Wagner,Caitlin_Wagner12@mail.com,418-508-1357,************5819,3.0
Resort Hotel,1,236,2016,August,33,8,1,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,138.0,0,2,Canceled,2016-06-14,Gerald Adams,Gerald_Adams@outlook.com,511-897-8096,************8167,3.0
Resort Hotel,1,60,2016,August,33,8,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0.0,0,Transient,243.63,0,0,Canceled,2016-06-09,Melissa Gomez,Gomez.Melissa@mail.com,109-781-1572,************5225,4.0
Resort Hotel,1,60,2016,August,33,8,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,202.28,0,0,Canceled,2016-06-14,Jeremy Davis,Jeremy_D88@att.com,443-046-3094,************5275,3.0
Resort Hotel,1,22,2016,August,33,8,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,231.0,0,0,Canceled,2016-07-22,Natasha Brown,Natasha.B@zoho.com,661-019-9053,************3720,2.0
Resort Hotel,1,22,2016,August,33,8,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,219.0,0,0,Canceled,2016-07-22,David Meyer,DavidMeyer@zoho.com,811-433-4326,************1046,2.0
Resort Hotel,1,60,2016,August,33,8,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0.0,0,Transient,243.63,0,0,Canceled,2016-06-14,Julia Arroyo,Julia.A@aol.com,883-896-4002,************2861,4.0
Resort Hotel,1,113,2016,August,33,8,1,4,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,246.5,0,1,Canceled,2016-04-28,Bryan Mclean,Bryan_Mclean@gmail.com,609-618-0991,************9904,3.0
Resort Hotel,0,346,2016,August,33,8,1,4,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0.0,0,Transient,216.0,0,1,Check-Out,2016-08-13,Lisa Rice,Lisa.Rice@yandex.com,332-514-1715,************7075,3.0
Resort Hotel,1,161,2016,August,33,8,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,234.0,0,1,Canceled,2016-07-01,Dorothy Fisher,Dorothy.F@outlook.com,357-045-4679,************1727,2.0
Resort Hotel,1,157,2016,August,33,8,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,182.0,0,0,Canceled,2016-03-07,Andrew Carrillo MD,MD.Andrew@yahoo.com,405-312-5820,************9553,2.0
Resort Hotel,1,119,2016,August,33,8,3,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,206.78,0,0,Canceled,2016-04-12,Mr. Gabriel Simmons,Simmons.Mr.24@att.com,182-693-6178,************2739,2.0
Resort Hotel,0,201,2016,August,33,8,3,7,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0.0,0,Transient,116.1,0,2,Check-Out,2016-08-18,James Martinez,JamesMartinez@protonmail.com,600-957-9795,************8402,2.0
Resort Hotel,1,65,2016,August,33,8,3,9,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0.0,0,Transient,222.5,0,0,Canceled,2016-06-06,Tammy Parrish,Tammy.P23@aol.com,184-954-2284,************4439,2.0
Resort Hotel,1,126,2016,August,33,8,3,7,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,218.0,0,0,Canceled,2016-06-15,Melissa Campbell,Melissa_C@hotmail.com,157-053-2917,************5531,2.0
Resort Hotel,0,201,2016,August,33,8,3,7,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0.0,0,Transient,116.1,0,1,Check-Out,2016-08-18,Paul Meyers,Paul_Meyers70@yandex.com,219-477-2580,************1437,2.0
Resort Hotel,1,157,2016,August,33,8,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75.0,0.0,0,Transient,135.15,0,0,Canceled,2016-07-25,Michael Santos,Michael_S@aol.com,638-670-6751,************1225,2.0
Resort Hotel,1,181,2016,August,33,8,4,10,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,69.0,0.0,0,Transient,196.7,0,1,Canceled,2016-02-10,Cole Miller,CMiller@att.com,384-114-9352,************1935,3.0
Resort Hotel,1,160,2016,August,33,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,170.0,0,0,Canceled,2016-07-26,William Webb,William.W@protonmail.com,441-668-6533,************4294,2.0
Resort Hotel,1,86,2016,August,33,9,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,205.67,0,0,Canceled,2016-07-16,Lisa Robinson,Lisa_R@comcast.net,132-753-3353,************8211,2.0
Resort Hotel,1,179,2016,August,33,9,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,240.0,0,0,Canceled,2016-02-13,Alfred Smith,Alfred_S28@aol.com,951-028-9761,************1020,2.0
Resort Hotel,1,169,2016,August,33,9,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,180.0,0,2,Canceled,2016-06-06,Jordan Reyes,Reyes.Jordan@outlook.com,690-221-0466,************6555,2.0
Resort Hotel,1,179,2016,August,33,9,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,240.0,0,0,Canceled,2016-02-13,Rachel Edwards,Edwards_Rachel@yandex.com,659-557-7269,************6113,2.0
Resort Hotel,1,329,2016,August,33,9,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,216.0,0,0,Canceled,2015-12-26,Catherine Dawson,Dawson_Catherine@outlook.com,699-903-7341,************6898,4.0
Resort Hotel,1,83,2016,August,33,9,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,187.33,0,1,Canceled,2016-07-22,Richard Cox,RichardCox@verizon.com,631-740-4626,************6587,2.0
Resort Hotel,0,308,2016,August,33,9,2,5,2,1.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,2,No Deposit,143.0,0.0,0,Contract,169.36,0,0,Check-Out,2016-08-16,Brandon Marshall,Marshall_Brandon@gmail.com,242-438-7521,************6327,3.0
Resort Hotel,1,182,2016,August,33,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,140.0,0,1,Canceled,2016-05-16,Mark Weaver,Mark.Weaver@outlook.com,289-823-3255,************9750,2.0
Resort Hotel,1,217,2016,August,33,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,126.0,0,0,Canceled,2016-06-20,Lance Vazquez,Lance_Vazquez14@hotmail.com,845-690-7503,************9033,2.0
Resort Hotel,1,112,2016,August,33,9,2,5,2,2.0,0,HB,RUS,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,0.0,0,Transient,254.31,0,0,Canceled,2016-04-21,Matthew Heath,Matthew.Heath58@aol.com,740-966-1372,************3775,4.0
Resort Hotel,1,55,2016,August,33,10,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,189.0,0,0,Canceled,2016-07-27,Robert Reed,Robert_Reed@zoho.com,907-377-6058,************9168,2.0
Resort Hotel,1,36,2016,August,33,10,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,209.0,0,0,Canceled,2016-07-17,Darren Hall,Darren_H@hotmail.com,739-606-8880,************5345,2.0
Resort Hotel,1,317,2016,August,33,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,126.0,0,1,Canceled,2016-06-25,Albert Fry,Albert_Fry@gmail.com,928-144-5796,************5822,2.0
Resort Hotel,1,208,2016,August,33,10,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0.0,0,Transient,103.5,0,0,Canceled,2016-06-30,Alison Lucero,Alison.L@comcast.net,352-985-1003,************1423,2.0
Resort Hotel,1,155,2016,August,33,10,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,240.0,0,0,Canceled,2016-05-12,Amy Vasquez,Vasquez_Amy@outlook.com,597-518-7457,************3832,2.0
Resort Hotel,1,155,2016,August,33,10,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,205.0,0,0,Canceled,2016-03-08,Christopher Moss,Christopher.Moss82@hotmail.com,792-354-5410,************5401,3.0
Resort Hotel,1,155,2016,August,33,10,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,205.0,0,0,Canceled,2016-03-08,Daniel Molina,DMolina@aol.com,187-197-8271,************7891,3.0
Resort Hotel,1,155,2016,August,33,10,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,240.0,0,0,Canceled,2016-05-12,Cindy Reese DVM,CDVM@yahoo.com,688-108-3679,************1277,2.0
Resort Hotel,1,42,2016,August,33,10,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,199.0,0,1,Canceled,2016-07-21,Vanessa Mccullough,Mccullough_Vanessa@outlook.com,790-336-4489,************3281,2.0
Resort Hotel,1,155,2016,August,33,10,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,205.0,0,0,Canceled,2016-03-08,Andrea Nolan,ANolan@mail.com,851-244-6410,************5207,3.0
Resort Hotel,1,155,2016,August,33,10,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,240.0,0,0,Canceled,2016-05-12,Shannon Mcconnell,ShannonMcconnell@comcast.net,629-395-1226,************5040,2.0
Resort Hotel,0,278,2016,August,33,10,1,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,159.5,0,1,Check-Out,2016-08-15,Brian Price,Brian_P81@hotmail.com,659-944-7655,************6119,2.0
Resort Hotel,1,153,2016,August,33,10,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,0.0,0,Transient,202.0,0,0,Canceled,2016-06-16,Craig Walker,Craig.Walker47@yahoo.com,777-961-8959,************8164,2.0
Resort Hotel,1,205,2016,August,33,10,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,160.0,0,1,Canceled,2016-06-21,Diana Jackson,DianaJackson61@outlook.com,273-596-3067,************8585,2.0
Resort Hotel,1,153,2016,August,33,10,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,0.0,0,Transient,214.0,0,0,Canceled,2016-06-16,Lisa Charles,Lisa_C@verizon.com,497-516-4666,************8692,2.0
Resort Hotel,1,146,2016,August,33,10,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,0.0,0,Transient,246.0,0,0,Canceled,2016-06-17,Ernest Pearson,ErnestPearson79@outlook.com,431-630-8503,************2894,2.0
Resort Hotel,1,217,2016,August,33,10,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,170.0,0,0,Canceled,2016-06-21,Brandon Fields,BFields@zoho.com,872-706-9025,************6286,3.0
Resort Hotel,1,149,2016,August,33,10,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,199.0,0,0,Canceled,2016-06-10,Elizabeth Mueller,Elizabeth.M@yahoo.com,835-573-4108,************1081,2.0
Resort Hotel,0,314,2016,August,33,10,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,40.0,0.0,0,Transient,132.56,0,2,Check-Out,2016-08-17,Carol Parsons,CParsons@aol.com,809-627-1161,************2228,2.0
Resort Hotel,1,76,2016,August,33,10,4,10,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,202.57,0,0,Canceled,2016-07-22,Dana Armstrong,Dana.Armstrong@att.com,763-920-3110,************3737,2.0
Resort Hotel,1,127,2016,August,33,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,189.0,0,0,Canceled,2016-06-21,Jason Robinson,Jason.R98@protonmail.com,618-686-7881,************1233,2.0
Resort Hotel,1,132,2016,August,33,11,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,224.0,0,0,Canceled,2016-04-16,Eric Knight,EKnight@hotmail.com,870-693-5688,************5752,2.0
Resort Hotel,1,145,2016,August,33,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,191.0,0,2,Canceled,2016-08-11,Veronica Valdez,Veronica_Valdez@hotmail.com,228-815-8645,************5276,2.0
Resort Hotel,1,12,2016,August,33,11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,224.0,0,0,Canceled,2016-08-03,Sheila Harper,Sheila_Harper@zoho.com,914-524-3916,************4443,2.0
Resort Hotel,1,86,2016,August,33,11,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,209.0,0,0,Canceled,2016-07-28,Christopher Hays,CHays@comcast.net,584-262-8012,************5260,2.0
Resort Hotel,1,12,2016,August,33,11,0,3,2,0.0,0,BB,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,225.67,0,0,Canceled,2016-07-31,Colin Nolan,Colin.N@yandex.com,866-963-6809,************3168,2.0
Resort Hotel,1,28,2016,August,33,11,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,219.0,0,0,Canceled,2016-07-24,Stacey Blevins,Blevins.Stacey@verizon.com,530-655-0950,************3496,2.0
Resort Hotel,1,139,2016,August,33,11,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,231.5,0,0,Canceled,2016-03-28,Michael Meyer,Meyer_Michael88@outlook.com,506-995-4721,************4323,2.0
Resort Hotel,1,18,2016,August,33,11,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,226.5,0,0,Canceled,2016-07-26,Stacey Foster,Foster_Stacey@zoho.com,420-667-6607,************6288,2.0
Resort Hotel,1,139,2016,August,33,11,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,231.5,0,0,Canceled,2016-03-28,Mia Flynn,Mia_F@gmail.com,452-231-9074,************3905,2.0
Resort Hotel,1,48,2016,August,33,11,2,3,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,251.0,0,0,Canceled,2016-07-27,Harold Leonard,Harold.L@mail.com,923-690-0847,************5758,2.0
Resort Hotel,1,55,2016,August,33,11,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,241.0,0,0,Canceled,2016-06-21,Stephen Odonnell,Stephen.Odonnell28@outlook.com,699-361-5817,************4575,2.0
Resort Hotel,1,69,2016,August,33,11,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,209.0,0,0,Canceled,2016-06-16,Andrew Carroll,Carroll_Andrew@outlook.com,590-919-1442,************6945,2.0
Resort Hotel,1,332,2016,August,33,11,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,190.0,0,2,Canceled,2015-11-14,Vanessa Ward,VanessaWard63@yandex.com,492-651-9791,************6260,2.0
Resort Hotel,1,338,2016,August,33,11,2,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,0.0,0,Transient,210.86,0,1,Canceled,2015-10-20,Daniel Edwards,Daniel_Edwards@xfinity.com,244-886-9494,************7285,4.0
Resort Hotel,1,197,2016,August,33,11,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0.0,0,Transient,103.7,0,2,Canceled,2016-01-27,Miranda Nelson,Miranda.N@aol.com,589-087-9236,************9820,1.0
Resort Hotel,1,199,2016,August,33,11,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95.0,0.0,0,Transient,100.8,0,0,Canceled,2016-07-18,Edward Mason,Mason_Edward@comcast.net,112-666-5848,************9364,2.0
Resort Hotel,1,239,2016,August,33,11,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,126.0,0,2,Canceled,2016-01-28,Danny Woods,Danny.W@hotmail.com,852-284-7776,************1663,2.0
Resort Hotel,1,51,2016,August,33,12,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,209.0,0,1,Canceled,2016-06-24,Mark Gonzalez,Mark.G@verizon.com,451-087-1838,************3930,2.0
Resort Hotel,0,304,2016,August,33,12,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,216.0,0,1,Check-Out,2016-08-13,Marie Chavez,Chavez.Marie60@comcast.net,355-331-9303,************8118,4.0
Resort Hotel,1,68,2016,August,33,12,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,241.0,0,0,Canceled,2016-06-15,Alyssa Curry,Alyssa_C@outlook.com,613-008-7973,************5463,2.0
Resort Hotel,1,121,2016,August,33,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,189.0,0,0,Canceled,2016-06-19,Ashley Avila,Ashley_Avila@yahoo.com,336-141-3920,************4977,2.0
Resort Hotel,1,87,2016,August,33,12,1,2,2,1.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,204.0,0,0,Canceled,2016-06-02,Gerald Thompson,Gerald_Thompson41@outlook.com,452-989-3052,************1615,3.0
Resort Hotel,1,118,2016,August,33,12,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,201.0,0,0,Canceled,2016-05-27,Shawn Livingston,Shawn.Livingston@mail.com,805-240-0555,************6614,2.0
Resort Hotel,1,129,2016,August,33,12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,189.0,0,0,Canceled,2016-04-08,Darlene Lewis,Darlene.L@att.com,248-814-1912,************9713,2.0
Resort Hotel,1,138,2016,August,33,12,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,0.0,0,Transient,249.0,0,0,Canceled,2016-07-07,Gabriella Hammond,Hammond.Gabriella@outlook.com,406-502-1315,************6976,3.0
Resort Hotel,1,23,2016,August,33,12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,219.0,0,1,Canceled,2016-07-23,Tracy Wright,Wright_Tracy@zoho.com,538-264-8345,************1451,2.0
